ID_INT,GENDER,AGE,MOTIVATION,ORI_ZONE,DEP_HOUR,DST_ZONE,ARR_HOUR
7445162,2,4,9,Q001,02/02/17 16:30:00,Q023,02/02/17 16:45:00
7445162,2,4,8,Q023,02/02/17 19:00:00,Q001,02/02/17 19:15:00
7445164,2,4,5,Q001,02/02/17 07:30:00,Q009,02/02/17 08:00:00
7445164,2,4,5,Q009,02/02/17 09:00:00,Q001,02/02/17 09:30:00
7445164,2,4,4,Q001,02/02/17 09:35:00,Q001,02/02/17 10:00:00
7445164,2,4,8,Q001,02/02/17 10:45:00,Q001,02/02/17 11:00:00
7445164,2,4,4,Q001,02/02/17 17:00:00,Q001,02/02/17 17:15:00
7445164,2,4,9,Q001,02/02/17 17:45:00,Q001,02/02/17 18:00:00
7445164,2,4,8,Q001,02/02/17 19:20:00,Q001,02/02/17 19:30:00
7445165,1,4,4,Q004,02/02/17 10:00:00,Q005,02/02/17 10:15:00
7445165,1,4,8,Q005,02/02/17 11:15:00,Q004,02/02/17 11:30:00
7445165,1,4,6,Q004,02/02/17 16:30:00,Q003,02/02/17 16:45:00
7445165,1,4,8,Q003,02/02/17 17:45:00,Q004,02/02/17 18:00:00
7445167,2,2,7,Q011,02/02/17 09:00:00,Q011,02/02/17 09:10:00
7445167,2,2,8,Q011,02/02/17 11:50:00,Q011,02/02/17 12:00:00
7445170,2,4,6,Q007,02/02/17 07:30:00,Q009,02/02/17 08:10:00
7445170,2,4,8,Q009,02/02/17 11:15:00,Q007,02/02/17 12:00:00
7445170,2,4,9,Q007,02/02/17 16:30:00,Q001,02/02/17 16:55:00
7445170,2,4,8,Q001,02/02/17 18:05:00,Q007,02/02/17 18:30:00
7445177,2,3,1,Q023,02/02/17 08:00:00,Q023,02/02/17 08:10:00
7445177,2,3,8,Q023,02/02/17 15:50:00,Q023,02/02/17 16:00:00
7445179,1,4,4,Q008,02/02/17 10:00:00,Q008,02/02/17 10:10:00
7445179,1,4,8,Q008,02/02/17 10:50:00,Q008,02/02/17 11:00:00
7445181,2,3,1,Q016,02/02/17 07:00:00,Q007,02/02/17 07:20:00
7445181,2,3,8,Q007,02/02/17 12:30:00,Q016,02/02/17 12:50:00
7445181,2,3,1,Q016,02/02/17 15:00:00,Q007,02/02/17 15:30:00
7445181,2,3,8,Q007,02/02/17 19:10:00,Q016,02/02/17 19:30:00
7445182,2,3,4,Q016,02/02/17 15:00:00,Q017,02/02/17 15:20:00
7445182,2,3,8,Q017,02/02/17 16:40:00,Q016,02/02/17 17:00:00
7445183,1,3,5,Q011,02/02/17 07:50:00,Q005,02/02/17 08:00:00
7445183,1,3,1,Q005,02/02/17 08:10:00,Q001,02/02/17 08:30:00
7445183,1,3,5,Q001,02/02/17 15:40:00,Q005,02/02/17 16:00:00
7445183,1,3,5,Q005,02/02/17 16:15:00,Q002,02/02/17 16:30:00
7445183,1,3,8,Q002,02/02/17 17:15:00,Q011,02/02/17 17:30:00
7445184,1,2,3,Q015,02/02/17 14:00:00,Q001,02/02/17 15:00:00
7445184,1,2,8,Q001,02/02/17 16:00:00,Q015,02/02/17 17:00:00
7445184,1,2,7,Q015,02/02/17 21:00:00,Q001,02/02/17 21:30:00
7445184,1,2,11,Q001,02/02/17 03:30:00,Q015,02/02/17 04:00:00
7445187,1,2,1,Q008,02/02/17 08:45:00,Q001,02/02/17 09:20:00
7445187,1,2,8,Q001,02/02/17 19:40:00,Q008,02/02/17 20:15:00
7445188,1,2,5,Q013,02/02/17 07:45:00,Q013,02/02/17 07:55:00
7445188,1,2,8,Q013,02/02/17 08:00:00,Q013,02/02/17 08:10:00
7445188,1,2,1,Q013,02/02/17 10:00:00,Q015,02/02/17 10:15:00
7445188,1,2,8,Q015,02/02/17 16:45:00,Q013,02/02/17 17:00:00
7445188,1,2,1,Q013,02/02/17 18:45:00,Q011,02/02/17 19:00:00
7445188,1,2,8,Q011,02/02/17 22:45:00,Q013,02/02/17 23:00:00
7445189,1,4,4,Q022,02/02/17 09:30:00,Q001,02/02/17 09:45:00
7445189,1,4,8,Q001,02/02/17 11:45:00,Q022,02/02/17 12:00:00
7445189,1,4,7,Q022,02/02/17 16:30:00,Q022,02/02/17 16:40:00
7445189,1,4,8,Q022,02/02/17 19:40:00,Q022,02/02/17 20:00:00
7445191,2,4,4,Q006,02/02/17 10:00:00,Q001,02/02/17 10:15:00
7445191,2,4,8,Q001,02/02/17 12:45:00,Q006,02/02/17 13:00:00
7445191,2,4,4,Q006,02/02/17 16:00:00,Q014,02/02/17 16:10:00
7445191,2,4,8,Q014,02/02/17 17:50:00,Q006,02/02/17 18:00:00
7445195,2,3,1,Q017,02/02/17 07:30:00,Q008,02/02/17 07:40:00
7445195,2,3,5,Q008,02/02/17 16:40:00,Q001,02/02/17 17:00:00
7445195,2,3,4,Q001,02/02/17 17:10:00,Q017,02/02/17 17:20:00
7445195,2,3,8,Q017,02/02/17 17:30:00,Q017,02/02/17 18:00:00
7445198,2,3,6,Q015,02/02/17 09:00:00,Q015,02/02/17 09:20:00
7445198,2,3,8,Q015,02/02/17 10:40:00,Q015,02/02/17 11:00:00
7445198,2,3,6,Q015,02/02/17 16:00:00,Q015,02/02/17 16:15:00
7445198,2,3,8,Q015,02/02/17 17:45:00,Q015,02/02/17 18:00:00
7445200,2,4,4,Q009,02/02/17 09:30:00,Q009,02/02/17 09:40:00
7445200,2,4,8,Q009,02/02/17 13:20:00,Q009,02/02/17 13:30:00
7445200,2,4,4,Q009,02/02/17 17:00:00,Q004,02/02/17 17:30:00
7445200,2,4,8,Q004,02/02/17 19:00:00,Q009,02/02/17 19:30:00
7445202,1,4,7,Q010,02/02/17 16:30:00,Q016,02/02/17 16:55:00
7445202,1,4,8,Q016,02/02/17 22:00:00,Q010,02/02/17 22:15:00
7445203,1,4,6,Q004,02/02/17 06:30:00,Q009,02/02/17 06:40:00
7445203,1,4,8,Q009,02/02/17 12:20:00,Q004,02/02/17 13:00:00
7445208,2,2,1,Q019,02/02/17 07:45:00,Q017,02/02/17 08:00:00
7445208,2,2,8,Q017,02/02/17 17:15:00,Q019,02/02/17 17:30:00
7445209,1,2,1,Q008,02/02/17 07:00:00,Q019,02/02/17 07:30:00
7445209,1,2,8,Q019,02/02/17 19:00:00,Q008,02/02/17 19:30:00
7445211,2,3,1,Q021,02/02/17 09:00:00,Q003,02/02/17 09:40:00
7445211,2,3,8,Q003,02/02/17 18:30:00,Q021,02/02/17 19:00:00
7445211,2,3,7,Q021,02/02/17 20:00:00,Q021,02/02/17 20:10:00
7445211,2,3,8,Q021,02/02/17 21:50:00,Q021,02/02/17 22:00:00
7445219,1,3,1,Q003,02/02/17 07:30:00,Q001,02/02/17 07:50:00
7445219,1,3,8,Q001,02/02/17 12:40:00,Q003,02/02/17 13:00:00
7445231,1,3,4,Q014,02/02/17 11:00:00,Q014,02/02/17 11:30:00
7445231,1,3,8,Q014,02/02/17 14:30:00,Q014,02/02/17 15:00:00
7445231,1,3,7,Q014,02/02/17 17:40:00,Q014,02/02/17 18:10:00
7445231,1,3,8,Q014,02/02/17 18:55:00,Q014,02/02/17 19:30:00
7445234,1,4,6,Q010,02/02/17 09:30:00,Q003,02/02/17 10:00:00
7445234,1,4,8,Q003,02/02/17 11:00:00,Q010,02/02/17 11:30:00
7445238,2,4,4,Q006,02/02/17 09:40:00,Q001,02/02/17 10:10:00
7445238,2,4,8,Q001,02/02/17 13:00:00,Q006,02/02/17 13:30:00
7445252,2,4,4,Q012,02/02/17 09:30:00,Q011,02/02/17 09:40:00
7445252,2,4,8,Q011,02/02/17 10:30:00,Q012,02/02/17 10:45:00
7445252,2,4,9,Q012,02/02/17 15:45:00,Q011,02/02/17 16:00:00
7445252,2,4,8,Q011,02/02/17 18:30:00,Q012,02/02/17 18:45:00
7445253,2,3,6,Q005,02/02/17 16:45:00,Q003,02/02/17 17:00:00
7445253,2,3,8,Q003,02/02/17 18:00:00,Q005,02/02/17 18:15:00
7445259,1,3,7,Q014,02/02/17 15:55:00,Q014,02/02/17 16:10:00
7445259,1,3,8,Q014,02/02/17 17:40:00,Q014,02/02/17 18:00:00
7445264,2,1,7,Q016,02/02/17 18:05:00,Q016,02/02/17 18:15:00
7445264,2,1,8,Q016,02/02/17 19:50:00,Q016,02/02/17 20:00:00
7445270,2,1,3,Q012,02/02/17 07:00:00,Q005,02/02/17 07:30:00
7445270,2,1,8,Q005,02/02/17 13:30:00,Q012,02/02/17 14:05:00
7445270,2,1,3,Q012,02/02/17 15:00:00,Q012,02/02/17 15:15:00
7445270,2,1,8,Q012,02/02/17 15:45:00,Q012,02/02/17 16:00:00
7445272,2,4,4,Q014,02/02/17 09:00:00,Q014,02/02/17 09:10:00
7445272,2,4,8,Q014,02/02/17 12:40:00,Q014,02/02/17 13:00:00
7445272,2,4,5,Q014,02/02/17 14:00:00,Q001,02/02/17 14:10:00
7445272,2,4,6,Q001,02/02/17 15:30:00,Q013,02/02/17 15:40:00
7445272,2,4,9,Q013,02/02/17 16:30:00,Q014,02/02/17 17:00:00
7445272,2,4,8,Q014,02/02/17 19:50:00,Q014,02/02/17 20:00:00
7445273,1,2,4,Q006,02/02/17 17:00:00,Q006,02/02/17 17:06:00
7445273,1,2,8,Q006,02/02/17 17:25:00,Q006,02/02/17 17:30:00
7445285,2,3,4,Q001,02/02/17 11:30:00,Q001,02/02/17 11:36:00
7445285,2,3,8,Q001,02/02/17 12:05:00,Q001,02/02/17 12:15:00
7445286,2,3,1,Q013,02/02/17 07:55:00,Q006,02/02/17 08:10:00
7445286,2,3,8,Q006,02/02/17 14:00:00,Q013,02/02/17 14:15:00
7445286,2,3,6,Q013,02/02/17 15:20:00,Q011,02/02/17 15:35:00
7445286,2,3,9,Q011,02/02/17 17:00:00,Q012,02/02/17 17:05:00
7445286,2,3,8,Q012,02/02/17 17:55:00,Q013,02/02/17 18:00:00
7445287,2,3,4,Q005,02/02/17 08:30:00,Q014,02/02/17 08:40:00
7445287,2,3,8,Q014,02/02/17 10:20:00,Q005,02/02/17 10:30:00
7445287,2,3,4,Q005,02/02/17 16:00:00,Q006,02/02/17 16:15:00
7445287,2,3,8,Q006,02/02/17 17:45:00,Q005,02/02/17 18:00:00
7445294,1,3,4,Q023,02/02/17 09:30:00,Q010,02/02/17 09:40:00
7445294,1,3,8,Q010,02/02/17 11:50:00,Q023,02/02/17 12:00:00
7445294,1,3,4,Q023,02/02/17 14:10:00,Q010,02/02/17 14:15:00
7445294,1,3,8,Q010,02/02/17 15:20:00,Q023,02/02/17 15:30:00
7445299,1,4,4,Q002,02/02/17 10:00:00,Q002,02/02/17 10:10:00
7445299,1,4,8,Q002,02/02/17 11:50:00,Q002,02/02/17 12:00:00
7445299,1,4,4,Q002,02/02/17 12:30:00,Q010,02/02/17 12:45:00
7445299,1,4,8,Q010,02/02/17 14:30:00,Q002,02/02/17 15:00:00
7445299,1,4,4,Q002,02/02/17 19:00:00,Q001,02/02/17 19:10:00
7445299,1,4,8,Q001,02/02/17 20:35:00,Q002,02/02/17 20:45:00
7445302,2,2,1,Q006,02/02/17 07:30:00,Q005,02/02/17 07:45:00
7445302,2,2,8,Q005,02/02/17 12:30:00,Q006,02/02/17 13:00:00
7445304,2,2,1,Q012,02/02/17 09:00:00,Q013,02/02/17 09:05:00
7445304,2,2,8,Q013,02/02/17 12:25:00,Q012,02/02/17 12:30:00
7445304,2,2,1,Q012,02/02/17 15:00:00,Q013,02/02/17 15:05:00
7445304,2,2,8,Q013,02/02/17 19:20:00,Q012,02/02/17 19:30:00
7445305,2,3,4,Q006,02/02/17 10:30:00,Q006,02/02/17 10:40:00
7445305,2,3,8,Q006,02/02/17 11:50:00,Q006,02/02/17 12:00:00
7445305,2,3,7,Q006,02/02/17 16:00:00,Q006,02/02/17 16:10:00
7445305,2,3,8,Q006,02/02/17 18:50:00,Q006,02/02/17 19:00:00
7445307,1,2,5,Q019,02/02/17 14:00:00,Q019,02/02/17 14:10:00
7445307,1,2,7,Q019,02/02/17 14:15:00,Q019,02/02/17 14:25:00
7445307,1,2,5,Q019,02/02/17 16:00:00,Q019,02/02/17 16:10:00
7445307,1,2,7,Q019,02/02/17 16:30:00,Q019,02/02/17 16:36:00
7445307,1,2,8,Q019,02/02/17 17:50:00,Q019,02/02/17 18:00:00
7445307,1,2,1,Q019,02/02/17 21:00:00,Q007,02/02/17 21:45:00
7445307,1,2,11,Q007,02/02/17 03:15:00,Q019,02/02/17 04:00:00
7445313,2,1,2,Q008,02/02/17 09:30:00,Q001,02/02/17 10:00:00
7445313,2,1,8,Q001,02/02/17 12:40:00,Q008,02/02/17 13:10:00
7445313,2,1,2,Q008,02/02/17 14:30:00,Q001,02/02/17 14:40:00
7445313,2,1,8,Q001,02/02/17 19:55:00,Q008,02/02/17 20:10:00
7445315,1,4,6,Q009,02/02/17 09:30:00,Q012,02/02/17 10:00:00
7445315,1,4,8,Q012,02/02/17 10:40:00,Q009,02/02/17 11:00:00
7445318,1,4,4,Q017,02/02/17 18:00:00,Q017,02/02/17 18:15:00
7445318,1,4,8,Q017,02/02/17 19:15:00,Q017,02/02/17 19:30:00
7445320,1,4,7,Q009,02/02/17 09:00:00,Q009,02/02/17 09:10:00
7445320,1,4,8,Q009,02/02/17 09:50:00,Q009,02/02/17 10:00:00
7445320,1,4,7,Q009,02/02/17 15:00:00,Q002,02/02/17 15:10:00
7445320,1,4,8,Q002,02/02/17 15:50:00,Q009,02/02/17 16:00:00
7445321,2,3,4,Q001,02/02/17 11:00:00,Q007,02/02/17 11:10:00
7445321,2,3,8,Q007,02/02/17 13:20:00,Q001,02/02/17 13:30:00
7445321,2,3,5,Q001,02/02/17 16:30:00,Q006,02/02/17 16:45:00
7445321,2,3,4,Q006,02/02/17 16:46:00,Q006,02/02/17 17:00:00
7445321,2,3,8,Q006,02/02/17 17:45:00,Q001,02/02/17 18:00:00
7445325,1,4,5,Q012,02/02/17 08:00:00,Q005,02/02/17 08:15:00
7445325,1,4,8,Q005,02/02/17 11:45:00,Q012,02/02/17 12:00:00
7445325,1,4,4,Q012,02/02/17 14:00:00,Q023,02/02/17 14:30:00
7445325,1,4,8,Q023,02/02/17 16:30:00,Q012,02/02/17 17:00:00
7445329,2,3,6,Q003,02/02/17 11:00:00,Q003,02/02/17 11:20:00
7445329,2,3,8,Q003,02/02/17 12:30:00,Q003,02/02/17 13:00:00
7445329,2,3,4,Q003,02/02/17 16:30:00,Q003,02/02/17 17:00:00
7445329,2,3,8,Q003,02/02/17 17:30:00,Q003,02/02/17 18:00:00
7445334,2,3,4,Q016,02/02/17 09:30:00,Q015,02/02/17 09:40:00
7445334,2,3,8,Q015,02/02/17 10:50:00,Q016,02/02/17 11:00:00
7445340,2,4,4,Q008,02/02/17 10:30:00,Q008,02/02/17 10:40:00
7445340,2,4,8,Q008,02/02/17 11:20:00,Q008,02/02/17 11:30:00
7445342,1,2,1,Q009,02/02/17 07:55:00,Q001,02/02/17 08:20:00
7445342,1,2,8,Q001,02/02/17 17:30:00,Q009,02/02/17 18:00:00
7445343,2,4,7,Q009,02/02/17 16:15:00,Q009,02/02/17 16:40:00
7445343,2,4,8,Q009,02/02/17 17:35:00,Q009,02/02/17 18:00:00
7445349,2,4,6,Q023,02/02/17 07:30:00,Q009,02/02/17 07:50:00
7445349,2,4,8,Q009,02/02/17 10:10:00,Q023,02/02/17 10:30:00
7445356,1,3,7,Q004,02/02/17 09:00:00,Q001,02/02/17 09:30:00
7445356,1,3,8,Q001,02/02/17 12:30:00,Q004,02/02/17 13:00:00
7445356,1,3,5,Q004,02/02/17 15:00:00,Q012,02/02/17 15:10:00
7445356,1,3,8,Q012,02/02/17 16:45:00,Q004,02/02/17 17:00:00
7445365,2,2,1,Q003,02/02/17 06:15:00,Q002,02/02/17 06:40:00
7445365,2,2,8,Q002,02/02/17 15:40:00,Q003,02/02/17 16:00:00
7445365,2,2,5,Q003,02/02/17 17:00:00,Q003,02/02/17 17:10:00
7445365,2,2,8,Q003,02/02/17 18:15:00,Q003,02/02/17 18:30:00
7445368,2,2,5,Q022,02/02/17 08:00:00,Q021,02/02/17 08:25:00
7445368,2,2,1,Q021,02/02/17 08:35:00,Q008,02/02/17 08:45:00
7445368,2,2,5,Q008,02/02/17 16:00:00,Q021,02/02/17 16:10:00
7445368,2,2,8,Q021,02/02/17 16:15:00,Q022,02/02/17 16:40:00
7445370,2,3,1,Q005,02/02/17 08:30:00,Q003,02/02/17 09:15:00
7445370,2,3,8,Q003,02/02/17 18:45:00,Q005,02/02/17 19:30:00
7445370,2,3,2,Q005,02/02/17 20:00:00,Q006,02/02/17 20:20:00
7445370,2,3,8,Q006,02/02/17 23:10:00,Q005,02/02/17 23:30:00
7445371,2,2,1,Q009,02/02/17 07:35:00,Q009,02/02/17 07:45:00
7445371,2,2,8,Q009,02/02/17 15:45:00,Q009,02/02/17 16:00:00
7445372,1,2,1,Q011,02/02/17 08:00:00,Q001,02/02/17 08:45:00
7445372,1,2,8,Q001,02/02/17 17:40:00,Q011,02/02/17 18:25:00
7445373,1,4,4,Q023,02/02/17 09:30:00,Q004,02/02/17 09:40:00
7445373,1,4,8,Q004,02/02/17 10:50:00,Q023,02/02/17 11:00:00
7445373,1,4,7,Q023,02/02/17 15:30:00,Q010,02/02/17 15:40:00
7445373,1,4,8,Q010,02/02/17 16:50:00,Q023,02/02/17 17:00:00
7445375,1,2,1,Q014,02/02/17 07:00:00,Q001,02/02/17 07:20:00
7445375,1,2,8,Q001,02/02/17 15:45:00,Q014,02/02/17 16:00:00
7445376,2,3,4,Q016,02/02/17 08:50:00,Q016,02/02/17 08:57:00
7445376,2,3,8,Q016,02/02/17 11:55:00,Q016,02/02/17 12:00:00
7445376,2,3,2,Q016,02/02/17 14:00:00,Q001,02/02/17 14:31:00
7445376,2,3,8,Q001,02/02/17 18:30:00,Q016,02/02/17 19:00:00
7445378,2,2,6,Q010,02/02/17 07:30:00,Q014,02/02/17 08:00:00
7445378,2,2,8,Q014,02/02/17 11:30:00,Q010,02/02/17 12:00:00
7445381,2,4,4,Q003,02/02/17 10:00:00,Q001,02/02/17 10:20:00
7445381,2,4,8,Q001,02/02/17 11:30:00,Q003,02/02/17 11:50:00
7445381,2,4,4,Q003,02/02/17 15:30:00,Q003,02/02/17 15:45:00
7445381,2,4,8,Q003,02/02/17 16:45:00,Q003,02/02/17 17:00:00
7445381,2,4,9,Q003,02/02/17 17:15:00,Q003,02/02/17 17:25:00
7445381,2,4,8,Q003,02/02/17 19:20:00,Q003,02/02/17 19:30:00
7445389,2,3,7,Q009,02/02/17 11:00:00,Q009,02/02/17 11:30:00
7445389,2,3,8,Q009,02/02/17 11:35:00,Q009,02/02/17 12:00:00
7445390,2,2,1,Q007,02/02/17 08:30:00,Q003,02/02/17 09:10:00
7445390,2,2,8,Q003,02/02/17 18:00:00,Q007,02/02/17 18:40:00
7445394,2,4,4,Q006,02/02/17 08:00:00,Q001,02/02/17 08:08:00
7445394,2,4,8,Q001,02/02/17 10:00:00,Q006,02/02/17 10:10:00
7445394,2,4,7,Q006,02/02/17 19:00:00,Q001,02/02/17 19:30:00
7445394,2,4,8,Q001,02/02/17 23:00:00,Q006,02/02/17 23:30:00
7445397,2,2,1,Q011,02/02/17 07:40:00,Q001,02/02/17 08:05:00
7445397,2,2,8,Q001,02/02/17 14:45:00,Q011,02/02/17 15:10:00
7445402,1,2,1,Q017,02/02/17 06:20:00,Q006,02/02/17 06:40:00
7445402,1,2,8,Q006,02/02/17 16:00:00,Q017,02/02/17 16:20:00
7445402,1,2,1,Q017,02/02/17 18:00:00,Q006,02/02/17 18:15:00
7445402,1,2,8,Q006,02/02/17 20:00:00,Q017,02/02/17 20:15:00
7445404,1,3,5,Q008,02/02/17 08:30:00,Q008,02/02/17 08:40:00
7445404,1,3,8,Q008,02/02/17 10:45:00,Q008,02/02/17 11:00:00
7445404,1,3,4,Q008,02/02/17 14:00:00,Q021,02/02/17 14:10:00
7445404,1,3,8,Q021,02/02/17 19:30:00,Q008,02/02/17 19:40:00
7445405,1,2,5,Q017,02/02/17 08:00:00,Q017,02/02/17 08:10:00
7445405,1,2,8,Q017,02/02/17 08:50:00,Q017,02/02/17 09:00:00
7445405,1,2,9,Q017,02/02/17 09:40:00,Q003,02/02/17 10:10:00
7445405,1,2,8,Q003,02/02/17 15:20:00,Q017,02/02/17 16:00:00
7445407,1,4,4,Q003,02/02/17 11:00:00,Q003,02/02/17 11:06:00
7445407,1,4,8,Q003,02/02/17 11:55:00,Q003,02/02/17 12:00:00
7445407,1,4,7,Q003,02/02/17 16:00:00,Q001,02/02/17 16:18:00
7445407,1,4,8,Q001,02/02/17 18:45:00,Q003,02/02/17 19:00:00
7445418,2,4,4,Q014,02/02/17 10:00:00,Q013,02/02/17 10:10:00
7445418,2,4,8,Q013,02/02/17 11:50:00,Q014,02/02/17 12:00:00
7445418,2,4,9,Q014,02/02/17 15:00:00,Q005,02/02/17 15:10:00
7445418,2,4,8,Q005,02/02/17 16:20:00,Q014,02/02/17 16:30:00
7445423,2,1,3,Q017,02/02/17 07:45:00,Q017,02/02/17 08:00:00
7445423,2,1,8,Q017,02/02/17 12:50:00,Q017,02/02/17 13:00:00
7445424,2,2,1,Q016,02/02/17 05:30:00,Q001,02/02/17 05:45:00
7445424,2,2,8,Q001,02/02/17 09:10:00,Q016,02/02/17 09:30:00
7445424,2,2,9,Q016,02/02/17 12:40:00,Q018,02/02/17 12:50:00
7445424,2,2,8,Q018,02/02/17 15:20:00,Q016,02/02/17 15:30:00
7445425,1,2,1,Q006,02/02/17 08:45:00,Q001,02/02/17 09:00:00
7445425,1,2,8,Q001,02/02/17 11:45:00,Q006,02/02/17 12:00:00
7445425,1,2,7,Q006,02/02/17 15:00:00,Q002,02/02/17 15:20:00
7445425,1,2,8,Q002,02/02/17 23:05:00,Q006,02/02/17 23:50:00
7445426,2,4,9,Q012,02/02/17 16:00:00,Q012,02/02/17 16:15:00
7445426,2,4,8,Q012,02/02/17 22:15:00,Q012,02/02/17 22:30:00
7445427,2,4,4,Q011,02/02/17 10:00:00,Q012,02/02/17 10:07:00
7445427,2,4,4,Q012,02/02/17 10:30:00,Q011,02/02/17 10:35:00
7445427,2,4,4,Q011,02/02/17 11:00:00,Q011,02/02/17 11:15:00
7445427,2,4,8,Q011,02/02/17 12:40:00,Q011,02/02/17 13:00:00
7445427,2,4,7,Q011,02/02/17 15:30:00,Q006,02/02/17 16:00:00
7445427,2,4,9,Q006,02/02/17 18:00:00,Q006,02/02/17 18:20:00
7445427,2,4,7,Q006,02/02/17 20:00:00,Q006,02/02/17 20:15:00
7445427,2,4,8,Q006,02/02/17 23:00:00,Q011,02/02/17 23:30:00
7445429,1,4,4,Q017,02/02/17 09:30:00,Q001,02/02/17 10:15:00
7445429,1,4,8,Q001,02/02/17 12:15:00,Q017,02/02/17 13:00:00
7445429,1,4,4,Q017,02/02/17 15:00:00,Q001,02/02/17 15:30:00
7445429,1,4,8,Q001,02/02/17 17:30:00,Q017,02/02/17 18:00:00
7445431,1,3,4,Q014,02/02/17 12:00:00,Q015,02/02/17 12:10:00
7445431,1,3,8,Q015,02/02/17 12:50:00,Q014,02/02/17 13:00:00
7445432,1,2,1,Q010,02/02/17 08:30:00,Q001,02/02/17 08:50:00
7445432,1,2,8,Q001,02/02/17 12:40:00,Q010,02/02/17 13:00:00
7445432,1,2,1,Q010,02/02/17 14:00:00,Q001,02/02/17 14:20:00
7445432,1,2,8,Q001,02/02/17 21:50:00,Q010,02/02/17 22:00:00
7445433,2,3,1,Q007,02/02/17 08:30:00,Q017,02/02/17 08:40:00
7445433,2,3,8,Q017,02/02/17 17:15:00,Q007,02/02/17 17:40:00
7445435,1,2,1,Q005,02/02/17 07:15:00,Q005,02/02/17 07:20:00
7445435,1,2,8,Q005,02/02/17 20:15:00,Q005,02/02/17 20:30:00
7445444,2,4,4,Q023,02/02/17 09:00:00,Q023,02/02/17 09:20:00
7445444,2,4,8,Q023,02/02/17 10:10:00,Q023,02/02/17 10:30:00
7445445,2,4,4,Q020,02/02/17 09:30:00,Q018,02/02/17 09:40:00
7445445,2,4,8,Q018,02/02/17 10:45:00,Q020,02/02/17 11:00:00
7445447,1,3,1,Q001,02/02/17 12:10:00,Q007,02/02/17 12:30:00
7445447,1,3,8,Q007,02/02/17 19:10:00,Q001,02/02/17 19:30:00
7445449,2,3,7,Q020,02/02/17 15:30:00,Q007,02/02/17 15:40:00
7445449,2,3,8,Q007,02/02/17 17:20:00,Q020,02/02/17 17:30:00
7445452,2,3,4,Q014,02/02/17 15:30:00,Q001,02/02/17 15:50:00
7445452,2,3,8,Q001,02/02/17 18:40:00,Q014,02/02/17 19:00:00
7445456,1,4,4,Q017,02/02/17 09:00:00,Q017,02/02/17 09:10:00
7445456,1,4,8,Q017,02/02/17 11:20:00,Q017,02/02/17 11:30:00
7445458,1,4,4,Q020,02/02/17 10:00:00,Q020,02/02/17 10:10:00
7445458,1,4,8,Q020,02/02/17 10:25:00,Q020,02/02/17 10:30:00
7445460,1,2,1,Q014,02/02/17 13:00:00,Q001,02/02/17 13:20:00
7445460,1,2,8,Q001,02/02/17 20:30:00,Q014,02/02/17 21:00:00
7445469,2,3,9,Q007,02/02/17 15:00:00,Q017,02/02/17 15:15:00
7445469,2,3,8,Q017,02/02/17 16:45:00,Q007,02/02/17 17:00:00
7445471,2,4,4,Q006,02/02/17 08:30:00,Q005,02/02/17 08:50:00
7445471,2,4,8,Q005,02/02/17 11:40:00,Q006,02/02/17 12:00:00
7445480,1,4,4,Q022,02/02/17 16:00:00,Q001,02/02/17 16:40:00
7445480,1,4,8,Q001,02/02/17 19:15:00,Q022,02/02/17 20:00:00
7445485,1,3,1,Q008,02/02/17 08:00:00,Q001,02/02/17 08:15:00
7445485,1,3,8,Q001,02/02/17 18:45:00,Q008,02/02/17 19:00:00
7445489,1,4,4,Q011,02/02/17 11:00:00,Q001,02/02/17 11:15:00
7445489,1,4,8,Q001,02/02/17 11:45:00,Q011,02/02/17 12:00:00
7445489,1,4,4,Q011,02/02/17 16:00:00,Q011,02/02/17 16:10:00
7445489,1,4,8,Q011,02/02/17 16:20:00,Q011,02/02/17 16:30:00
7445489,1,4,7,Q011,02/02/17 22:00:00,Q001,02/02/17 22:10:00
7445489,1,4,8,Q001,02/02/17 23:50:00,Q011,02/03/17 00:00:00
7445492,2,3,1,Q009,02/02/17 07:15:00,Q023,02/02/17 07:50:00
7445492,2,3,4,Q023,02/02/17 16:00:00,Q009,02/02/17 16:30:00
7445492,2,3,8,Q009,02/02/17 18:15:00,Q009,02/02/17 18:30:00
7445497,2,2,6,Q021,02/02/17 15:00:00,Q018,02/02/17 15:20:00
7445497,2,2,8,Q018,02/02/17 18:40:00,Q021,02/02/17 19:00:00
7445498,2,2,1,Q023,02/02/17 08:30:00,Q009,02/02/17 09:00:00
7445498,2,2,8,Q009,02/02/17 18:30:00,Q023,02/02/17 19:00:00
7445502,1,4,6,Q022,02/02/17 10:00:00,Q003,02/02/17 10:15:00
7445502,1,4,8,Q003,02/02/17 12:45:00,Q022,02/02/17 13:00:00
7445503,1,2,9,Q021,02/02/17 18:00:00,Q022,02/02/17 18:20:00
7445503,1,2,8,Q022,02/02/17 19:40:00,Q021,02/02/17 20:00:00
7445508,2,2,3,Q008,02/02/17 14:30:00,Q001,02/02/17 14:55:00
7445508,2,2,8,Q001,02/02/17 18:35:00,Q008,02/02/17 19:00:00
7445508,2,2,7,Q008,02/02/17 22:00:00,Q001,02/02/17 22:30:00
7445508,2,2,11,Q001,02/02/17 01:30:00,Q008,02/02/17 02:00:00
7445510,2,4,4,Q013,02/02/17 08:30:00,Q004,02/02/17 08:50:00
